,tweet,time
251,RT @InternationalNews Fire growing at the Dancing Dolphin fire. #abila #IntNews,2014-01-23T18:49:19
252,RT @Viktor-E Viktor-E sings 'Stand Up Speak Up'. Sing along! lyrics available on your mobile device at Viktor-E.kronos/ourmusic/standupspeakup,2014-01-23T18:49:22
253,RT @maha_Homeland Dr. Newman conclused her remarks. Viktor-E set to return to the stage.,2014-01-23T18:49:47
254,RT @KronosStar Abila PD has called for additional support. #KronosStar,2014-01-23T18:49:57
255,RT @HomelandIlluminations No word yet on residents in Dancing Dolphin. #HI,2014-01-23T18:50:00
256,RT @trollingsnark Srsly!? Did the government make a helpless victim bot? They expect us to buy this? #noway,2014-01-23T18:50:00
257,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,2014-01-23T18:50:03
258,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,2014-01-23T18:50:03
259,RT @KronosStar Police have arrived at the fire and are helping manage the scene. #KronosStar,2014-01-23T18:50:21
260,RT @KronosStar Abila PD has called for additional support. #KronosStar,2014-01-23T18:50:57
261,RT @KronosStar Abila PD has called for additional support. #KronosStar,2014-01-23T18:50:57
262,RT @trollingsnark @HI Of course there's nothing on the residents. THere has to be residents in the first place,2014-01-23T18:50:59
263,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,2014-01-23T18:51:00
264,RT @kingWilly Say a prayer for our neighbors #dansingdolfinfire,2014-01-23T18:51:00
265,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI,2014-01-23T18:51:00
266,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,2014-01-23T18:51:03
267,RT @AbilaPost unclear how many people are still inside the building #AbilaPost,2014-01-23T18:51:09
268,RT @InternationalNews Fire growing at the Dancing Dolphin fire. #abila #IntNews,2014-01-23T18:51:19
269,RT @KronosStar Abila PD has called for additional support. #KronosStar,2014-01-23T18:51:57
270,RT @jenny90210 Pulled 14 hour shift last night - have to go in again at midnight. So what happens? fire trucks screaming down the street. #norest,2014-01-23T18:51:59
271,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI,2014-01-23T18:52:00
272,RT @truccotrucco heading to gelatogalore! whos with me?,2014-01-23T18:52:02
273,RT @KronosStar Abila PD has called for additional support. #KronosStar,2014-01-23T18:52:57
274,RT @KronosStar Abila PD has called for additional support. #KronosStar,2014-01-23T18:52:57
275,RT @GreyCatCollectibles where's all the people from upstairs?,2014-01-23T18:53:14
276,"RT @OnlytheTruth MOAR FIRE! Really, thatz it?? pahetic",2014-01-23T18:53:19
277,"RT @POK The crowd cheers as Viktor-E sings their hit """"Stand Up Speak Up""""""""",2014-01-23T18:53:19
278,RT @AbilaFireDept ?,2014-01-23T18:53:21
279,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,2014-01-23T18:53:27
280,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,2014-01-23T18:53:27
281,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,2014-01-23T18:53:27
282,RT @KronosStar Firemen are helping evacuate the building. #KronosStar,2014-01-23T18:53:28
283,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,2014-01-23T18:53:37
284,RT @redisrad so many sirens,2014-01-23T18:54:02
285,"RT @anaregents Viktor-e is playing """"stand up speak up"""" inspired by Ghandi very moving song""""",2014-01-23T18:54:25
286,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,2014-01-23T18:54:27
287,RT @OnlytheTruth Dang! Missed one!,2014-01-23T18:55:02
288,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,2014-01-23T18:55:19
289,RT @KronosStar Firemen are helping evacuate the building. #KronosStar,2014-01-23T18:55:28
290,RT @AbilaFireDept Abila Fire Department fire truck #23 has arrived at Dancing Dolphin apartment #AFD,2014-01-23T18:56:00
291,RT @HomelandIlluminations Residents are being treated for smoke inhalation and minor injuries. #HI,2014-01-23T18:56:02
292,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,2014-01-23T18:56:03
293,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,2014-01-23T18:56:03
294,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,2014-01-23T18:56:03
295,RT @HomelandIlluminations Flames visible on 2nd floor. #HI,2014-01-23T18:56:14
296,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,2014-01-23T18:56:19
297,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,2014-01-23T18:56:19
298,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,2014-01-23T18:56:19
299,RT @AbilaPost third fire truck has arrived on the scene #AbilaPost,2014-01-23T18:56:19
300,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,2014-01-23T18:56:27
301,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,2014-01-23T18:56:27
302,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,2014-01-23T18:56:37
303,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,2014-01-23T18:56:37
304,RT @AbilaPost paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders,2014-01-23T18:57:01
305,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI,2014-01-23T18:57:01
306,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI,2014-01-23T18:57:01
307,RT @HomelandIlluminations Building appears to lost. #HI,2014-01-23T18:57:02
308,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,2014-01-23T18:57:03
309,RT @HomelandIlluminations As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI,2014-01-23T18:57:05
310,RT @HomelandIlluminations As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI,2014-01-23T18:57:05
311,RT @trollingsnark Yup yup come right in. Time to take you in for reeducation.... I mean medical attention. #trustus,2014-01-23T18:57:10
312,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI,2014-01-23T18:58:01
313,RT @HomelandIlluminations Residents are being treated for smoke inhalation and minor injuries. #HI,2014-01-23T18:58:02
314,RT @Viktor-E Read what person inspired Bert to found Viktor-E: Viktor-E.kronos/theband/interviews,2014-01-23T18:58:05
315,RT @AbilaPost paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders,2014-01-23T18:59:01
316,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,2014-01-23T18:59:03
317,RT @NewsOnlineToday Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline,2014-01-23T18:59:46
318,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:00:01
319,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:00:01
320,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:00:01
321,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:00:01
322,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,2014-01-23T19:00:01
323,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,2014-01-23T19:00:01
324,RT @HomelandIlluminations Building appears to lost. #HI,2014-01-23T19:00:02
325,RT @HomelandIlluminations Firemen report they are rescuing one resident trapped on upper floor. #HI,2014-01-23T19:00:34
326,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:01:01
327,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:01:01
328,RT @AbilaPost firefighters have rescued a resident from the upper floors of @dancingdolphin #AbilaPost?,2014-01-23T19:01:42
329,RT @HomelandIlluminations No word on trapped resident. #HI,2014-01-23T19:01:42
330,RT @HomelandIlluminations No word on trapped resident. #HI,2014-01-23T19:01:42
331,RT @ourcountryourrights Come to the park and join us in social change #POK,2014-01-23T19:01:42
332,RT @NewsOnlineToday Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline,2014-01-23T19:01:46
333,RT @HomelandIlluminations Residents report no one lived on floors 4-6. #HI,2014-01-23T19:02:00
334,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:02:01
335,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,2014-01-23T19:02:01
336,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,2014-01-23T19:02:01
337,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,2014-01-23T19:02:01
338,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,2014-01-23T19:02:31
339,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,2014-01-23T19:02:31
340,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,2014-01-23T19:02:31
341,RT @AbilaAllFaith Do not lose faith!  Abila All-Faiths Church is here to support #victims #DancingDophinsFire,2014-01-23T19:02:31
342,RT @HomelandIlluminations No word on trapped resident. #HI,2014-01-23T19:02:42
343,RT @SaveOurWildlands Renewable energy and sustainable business is our future: SOW.kronos/whoweare,2014-01-23T19:02:46
344,RT @dangermice Someone just got rescued and looks really bad  #abilafire,2014-01-23T19:03:00
345,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,2014-01-23T19:03:00
346,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,2014-01-23T19:03:00
347,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,2014-01-23T19:03:01
348,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,2014-01-23T19:03:31
349,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,2014-01-23T19:03:31
350,RT @AbilaPost firefighters have rescued a resident from the upper floors of @dancingdolphin #AbilaPost?,2014-01-23T19:03:42
351,RT @HomelandIlluminations No word on trapped resident. #HI,2014-01-23T19:03:42
352,RT @HomelandIlluminations No word on trapped resident. #HI,2014-01-23T19:03:42
353,RT @HomelandIlluminations No word on trapped resident. #HI,2014-01-23T19:03:42
354,RT @HomelandIlluminations No word on trapped resident. #HI,2014-01-23T19:03:42
355,RT @GreyCatCollectibles hear comes some folks from 3 - AFD carrying Marta out the building. #afdheros,2014-01-23T19:04:00
356,RT @OnlytheTruth Missed another! AMATUER!!!,2014-01-23T19:04:00
357,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,2014-01-23T19:04:00
358,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,2014-01-23T19:04:00
359,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,2014-01-23T19:04:31
360,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,2014-01-23T19:04:31
361,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,2014-01-23T19:06:00
362,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,2014-01-23T19:06:00
363,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:06:00
364,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:06:00
365,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:07:00
366,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:08:00
367,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:08:00
368,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,2014-01-23T19:08:00
369,RT @truthforcadau theyre playing Circles and if youre not here your missing out! #viktor-e #POK,2014-01-23T19:08:00
370,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:09:00
371,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:09:00
372,RT @HomelandIlluminations Traffic being diverted from area. #HI,2014-01-23T19:09:00
373,"RT @ourcountryourrights Thank you Sylvia, for a night of inspiration #POK",2014-01-23T19:09:00
374,RT @martaflores I'm okay - but going to the hospital #thanksAFD,2014-01-23T19:09:00
375,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,2014-01-23T19:09:00
376,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,2014-01-23T19:10:00
377,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,2014-01-23T19:10:00
378,RT @anaregents I wuz wrong! Viktor-e is going to play for an hour! #Viktor-e #POKrally,2014-01-23T19:10:00
379,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,2014-01-23T19:11:00
380,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,2014-01-23T19:11:00
381,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,2014-01-23T19:11:00
382,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,2014-01-23T19:11:00
383,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,2014-01-23T19:11:00
384,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,2014-01-23T19:12:00
385,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,2014-01-23T19:12:00
386,RT @AbilaFireDept Abila Fire Department trucks 12 & 30 have arrived?at the Dancing Dolphin fire to relieve trucks 41 and 57 #AFD?,2014-01-23T19:13:00
387,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,2014-01-23T19:14:00
388,RT @GreyCatCollectibles My doll collection... my stuffed animal collection... #allruined,2014-01-23T19:14:00
389,RT @martaO he's going to think I'm not coming... answer the phone!,2014-01-23T19:14:45
390,RT @OnlytheTruth How do you start a dolphin on fire? #tellme,2014-01-23T19:14:45
391,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,2014-01-23T19:17:07
392,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,2014-01-23T19:17:07
393,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,2014-01-23T19:17:07
394,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,2014-01-23T19:17:07
395,RT @truthforcadau dancin time! thanks #POK thanks Sylvia! #POK is peace!,2014-01-23T19:18:00
396,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,2014-01-23T19:18:00
397,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,2014-01-23T19:18:00
398,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,2014-01-23T19:18:07
399,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,2014-01-23T19:18:07
400,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,2014-01-23T19:19:00
401,RT @martaO hang in there #princecharming im on the way #infernaltraffic,2014-01-23T19:19:00
402,"RT @footfingers Check out the new issue of ARISE, a magazine for people who want to take control of their destiny?#ARISE #POK",2014-01-23T19:19:00
403,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,2014-01-23T19:19:07
404,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,2014-01-23T19:19:07
405,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,2014-01-23T19:19:07
406,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,2014-01-23T19:19:07
407,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,2014-01-23T19:19:07
408,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,2014-01-23T19:19:07
409,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,2014-01-23T19:19:07
410,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,2014-01-23T19:20:00
411,RT @GreyCatCollectibles Timmy doesn't like being in a pillowcase but at least he's safe,2014-01-23T19:20:00
412,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,2014-01-23T19:20:07
413,RT @CentralBulletin concerns of violence have proved unfounded #Abila #CentralBulletin,2014-01-23T19:20:07
414,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,2014-01-23T19:21:00
415,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,2014-01-23T19:21:00
416,RT @AbilaPost 2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #AFD #heroes #AbilaPost,2014-01-23T19:21:00
417,RT @HomelandIlluminations Additional fire trucks arrive. Fire still out of control. #HI,2014-01-23T19:21:00
418,RT @HomelandIlluminations Additional fire trucks arrive. Fire still out of control. #HI,2014-01-23T19:21:00
419,RT @dangermice More fire trucks are arriving this is really bad,2014-01-23T19:21:00
420,RT @KronosStar The two fresh fire units have arrived and are relieving the original responders.  #KronosStar #DancingDolphinFire #AFDHeroes,2014-01-23T19:21:42
421,RT @KronosStar The two fresh fire units have arrived and are relieving the original responders.  #KronosStar #DancingDolphinFire #AFDHeroes,2014-01-23T19:21:42
422,RT @AbilaPost 2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #AFD #heroes #AbilaPost,2014-01-23T19:22:00
423,RT @GreyCatCollectibles some of these guys are looking really beat,2014-01-23T19:22:00
424,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:22:01
425,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:22:01
426,RT @AbilaPoliceDepartment Abila Police Department reports a bicyclist has been struck on the 500 block of Schaber between Eira and Edessis #APD,2014-01-23T19:22:01
427,RT @KronosStar The two fresh fire units have arrived and are relieving the original responders.  #KronosStar #DancingDolphinFire #AFDHeroes,2014-01-23T19:22:42
428,RT @KronosStar The two fresh fire units have arrived and are relieving the original responders.  #KronosStar #DancingDolphinFire #AFDHeroes,2014-01-23T19:22:42
429,RT @anaregents Viktor-e and POK party in the park!,2014-01-23T19:23:00
430,RT @AbilaPost 2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #AFD #heroes #AbilaPost,2014-01-23T19:23:00
431,RT @AbilaPost 2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #AFD #heroes #AbilaPost,2014-01-23T19:23:00
432,RT @HomelandIlluminations Additional fire trucks arrive. Fire still out of control. #HI,2014-01-23T19:23:00
433,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:23:01
434,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:23:01
435,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:23:01
436,RT @KronosStar The two fresh fire units have arrived and are relieving the original responders.  #KronosStar #DancingDolphinFire #AFDHeroes,2014-01-23T19:23:42
437,RT @AbilaPost 2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #AFD #heroes #AbilaPost,2014-01-23T19:24:00
438,RT @HomelandIlluminations Additional fire trucks arrive. Fire still out of control. #HI,2014-01-23T19:24:00
439,RT @OnlytheTruth BEATEN BY FIRE! #firewins,2014-01-23T19:24:00
440,RT @AbilaPoliceDepartment Abila Police Department releases a partial license plate number for hit and run vehicle L829 #APD,2014-01-23T19:24:00
441,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:24:01
442,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:24:01
443,RT @KronosStar A bicyclist has been hit on the 500 block of Schaber.  #KronosStar,2014-01-23T19:24:01
444,RT @brewvebeenserved FREE COFFEE to anyone who caught the license plate of that black van! #jerkdrivers,2014-01-23T19:24:38
445,RT @KronosStar The two fresh fire units have arrived and are relieving the original responders.  #KronosStar #DancingDolphinFire #AFDHeroes,2014-01-23T19:24:42
446,RT @OnlytheTruth Hey whatever happened to that cat?,2014-01-23T19:24:42
447,RT @dangermice They are announcing more evacuations not sure if i'll be able to keep seeing anything,2014-01-23T19:25:00
448,RT @HomelandIlluminations officials have announced the expansion of evacuation area. #HI,2014-01-23T19:25:00
449,RT @HomelandIlluminations officials have announced the expansion of evacuation area. #HI,2014-01-23T19:25:00
450,RT @dtrejos Hope they had good insurance.,2014-01-23T19:25:01
451,RT @AbilaFireDept Abila Fire Department announces expansion of evacuation area #AFD,2014-01-23T19:26:00
452,RT @HomelandIlluminations officials have announced the expansion of evacuation area. #HI,2014-01-23T19:26:00
453,RT @HomelandIlluminations officials have announced the expansion of evacuation area. #HI,2014-01-23T19:26:00
454,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,2014-01-23T19:26:00
455,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,2014-01-23T19:26:00
456,RT @HomelandIlluminations officials have announced the expansion of evacuation area. #HI,2014-01-23T19:27:00
457,RT @HomelandIlluminations officials have announced the expansion of evacuation area. #HI,2014-01-23T19:27:00
458,RT @HomelandIlluminations officials have announced the expansion of evacuation area. #HI,2014-01-23T19:27:00
459,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,2014-01-23T19:27:00
460,RT @AbilaPoliceDepartment Abila Police Department urges any witnesses of the hit and run incident on Schaber between Eira & Edessis to contact authorities with any information #APD,2014-01-23T19:27:00
461,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,2014-01-23T19:27:13
462,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,2014-01-23T19:27:13
463,RT @dangermice They must be really worried,2014-01-23T19:28:00
464,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,2014-01-23T19:28:00
465,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",2014-01-23T19:28:00
466,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",2014-01-23T19:28:00
467,"RT @dangermice They are getting ready to go house to house I""""m really worried #abilafire""""",2014-01-23T19:28:00
468,RT @KronosStar The fire marshal has decided to evacuate additional buildings. #KronosStar #DancingDolphinFire,2014-01-23T19:28:13
469,RT @KronosStar The fire marshal has decided to evacuate additional buildings. #KronosStar #DancingDolphinFire,2014-01-23T19:28:13
470,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,2014-01-23T19:28:13
471,"RT @trapanitweets Titanium frame, carbon wheels. guy's gonna be pissed when he gets over being scared.",2014-01-23T19:28:55
472,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,2014-01-23T19:29:00
473,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,2014-01-23T19:29:00
474,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,2014-01-23T19:29:00
475,RT @trollingsnark TADA! Stage 3. Wide the area so that government agents can inspect your apartment for your protection!,2014-01-23T19:29:00
476,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,2014-01-23T19:29:00
477,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",2014-01-23T19:29:00
478,RT @martaO This is the worst. Now my ashtma kicks in. #smokygridlock,2014-01-23T19:29:08
479,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,2014-01-23T19:29:13
480,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,2014-01-23T19:29:13
481,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,2014-01-23T19:30:00
482,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,2014-01-23T19:30:00
483,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",2014-01-23T19:30:00
484,RT @KronosStar The fire marshal has decided to evacuate additional buildings. #KronosStar #DancingDolphinFire,2014-01-23T19:30:13
485,RT @KronosStar The fire marshal has decided to evacuate additional buildings. #KronosStar #DancingDolphinFire,2014-01-23T19:30:13
486,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,2014-01-23T19:30:13
487,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,2014-01-23T19:30:13
488,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,2014-01-23T19:31:00
489,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,2014-01-23T19:31:00
490,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,2014-01-23T19:31:00
491,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",2014-01-23T19:31:00
492,RT @martaO Now 1/2 hour late -- #pleasedontgiveuponme #imreallypromptmostofthetime,2014-01-23T19:31:00
493,RT @sofitees @carlyscoffee best coffee in Abila,2014-01-23T19:31:00
494,RT @michelleR See my #PhotoAlbum account for pics of the #DancingDolphinFire,2014-01-23T19:34:00
495,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,2014-01-23T19:37:00
496,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,2014-01-23T19:37:00
497,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,2014-01-23T19:37:00
498,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,2014-01-23T19:37:00
499,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:37:00
500,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:37:00
501,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,2014-01-23T19:38:00
502,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:38:00
503,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",2014-01-23T19:38:00
504,RT @trapanitweets I think he's? crying.,2014-01-23T19:38:00
505,RT @Officia1AbilaPost The untold link between #POK and #GAStech smad.co.kronos/b33nk4xs,2014-01-23T19:38:00
506,RT @hngohebo_ABILAPOST bicyclist in hit and run accident at 500 block of Schaber uninjured #AbilaPost,2014-01-23T19:38:07
