,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
308,mbdata,20140123184738,prettyRain,this guy want make break go get us kill,,,
309,mbdata,20140123184751,KronosQuoth,success peopl unsuccess peopl will dodon't wish easier wish better   pokral hi,,,
310,ccdata,20140123184756,,misdemeanor assault in progress,,,N. Els St / N. Polvo St
311,mbdata,20140123184759,HomelandIlluminations,more polic arriv still word resid trap build hi,,,
312,mbdata,20140123184759,jenny90210,pull 14 hour shift last night go midnight so happen fire truck scream street norest,,,
313,mbdata,20140123184759,trollingsnark,@hi of cours 's noth resid there resid first place,,,
314,mbdata,20140123184800,luvMyPants,rt @homelandillumin build fire achilleo madeg respond dispatch hi,,,
315,mbdata,20140123184800,brandonL,rt @homelandillumin build fire achilleo madeg respond dispatch hi,,,
316,mbdata,20140123184800,zengardener,rt @internationalnew continu fire danc dolphin apart abila intnew,,,
317,mbdata,20140123184800,dtennent,rt @abilapost the locat fire identifi danc dolphin apart complex abilapost,,,
318,mbdata,20140123184800,blueSunshine,rt @abilapost the locat fire identifi danc dolphin apart complex abilapost,,,
319,mbdata,20140123184800,farmboy,rt @truthforcadau inspir speech dr newman make differnec togeth make chang pokrallyinthepark,,,
320,mbdata,20140123184800,siliconKing,rt @friendsofkrono thank end terrorist propaganda doc pok terror,,,
321,mbdata,20140123184800,siliconKing,rt @homelandillumin no word yet resid danc dolphin hi,,,
322,mbdata,20140123184800,henri,rt @homelandillumin polic report build search occup hi,,,
323,mbdata,20140123184800,slamrjamr,rt @homelandillumin polic report build search occup hi,,,
324,mbdata,20140123184800,siliconKing,rt @homelandillumin polic report build search occup hi,,,
325,mbdata,20140123184800,blueSunshine,rt @homelandillumin polic report build search occup hi,,,
326,mbdata,20140123184800,HomelandIlluminations,resid   trickl danc dolphin hi,,,
327,mbdata,20140123184802,redisrad,re go build even tho 's enfuego,,,
328,mbdata,20140123184802,mamin,is anyon take donat abilafir,,,
329,mbdata,20140123184802,truccotrucco,head gelatogalor,36.055,24.855,
330,ccdata,20140123184802,,polic unit dispatch crowd control,,,N. Achilleos St / N. Madeg St
331,mbdata,20140123184809,brain448,rt @abilapost unclear mani peopl still insid build abilapost,,,
332,mbdata,20140123184809,brandonL,rt @abilapost unclear mani peopl still insid build abilapost,,,
333,mbdata,20140123184811,pinky,rt @cleaningfish 's rave east abila tomorrow night abila rave,,,
334,mbdata,20140123184812,KronosQuoth,dream big dare fail   kronosstar pokral,,,
335,mbdata,20140123184822,joyce101,rt @kronosstar abila polic depart sent two unit fire danc dolphin apart kronosstar,,,
336,mbdata,20140123184831,courage4life,rt @homelandillumin homeland illum site   flame visibl second floor six floor apart build hi,,,
337,mbdata,20140123184834,KronosQuoth,teach thi tongu say i know thous shalt progress   kronosstar pokral,,,
338,mbdata,20140123184857,KronosStar,abila pd call addit support kronosstar,,,
339,mbdata,20140123184857,AbilaAllFaith,may grace creator distress abila dancingdolphinsfir,,,
340,mbdata,20140123184857,POK,bert hann say song inspir gandhi histor figur,,,
341,mbdata,20140123184857,truccotrucco,corner ermou parla gelatorock,36.055,24.855,
342,mbdata,20140123184900,joyce101,rt @abilapost the locat fire identifi danc dolphin apart complex abilapost,,,
343,mbdata,20140123184900,vonneka,rt @homelandillumin staff report en rout fire madeg report fire truck site hi,,,
344,mbdata,20140123184900,sarajane,rt @homelandillumin no word yet resid danc dolphin hi,,,
345,mbdata,20140123184900,jaques,rt @homelandillumin no word yet resid danc dolphin hi,,,
346,mbdata,20140123184900,klingon4real,rt @homelandillumin no word yet resid danc dolphin hi,,,
347,mbdata,20140123184900,dtennent,rt @homelandillumin polic report build search occup hi,,,
348,mbdata,20140123184900,sarajane,rt @homelandillumin polic report build search occup hi,,,
349,mbdata,20140123184900,brandonL,rt @homelandillumin resid   trickl danc dolphin hi,,,
350,mbdata,20140123184902,worldWatcher,rt @mamin is anyon take donat abilafir,,,
351,mbdata,20140123184902,KronosQuoth,if want lift lift someon els   kronosstar pokral,,,
352,mbdata,20140123184902,carjunkers,i lost bunch weight stuff work look news articl diet.kronos/starvenow   abila bestfood,,,
353,mbdata,20140123184902,carjunkers,i got cheap medic onlin without prescript meds.kronos/cheapm krono abila,,,
354,mbdata,20140123184902,KronosQuoth,in experi one motiv desir no reason principl contain stand   pokral hi,,,
355,mbdata,20140123184903,phantomagate,rt @kronosstar abila fire depart dispatch ambul assist danc dolphin fire kronosstar,,,
356,mbdata,20140123184903,worldWatcher,rt @kronosstar abila fire depart dispatch ambul assist danc dolphin fire kronosstar,,,
357,mbdata,20140123184903,sithLordJames,rt @kronosstar abila fire depart dispatch ambul assist danc dolphin fire kronosstar,,,
358,mbdata,20140123184903,wireHead1122,rt @viktor e bert hann tell ralli draw inspir histor person,,,
359,mbdata,20140123184919,klingon4real,rt @internationalnew fire grow danc dolphin fire abila intnew,,,
360,mbdata,20140123184919,luvMyPants,rt @internationalnew fire grow danc dolphin fire abila intnew,,,
361,mbdata,20140123184922,stolkfair,rt @viktor e viktor e sing stand up speak up sing along lyric avail mobil devic viktor-e.kronos/ourmusic/standupspeakup,,,
362,mbdata,20140123184924,KronosQuoth,everyth ever want side fear   kronosstar pokral,,,
363,mbdata,20140123184943,Viktor-E,bert quot gandhi differ would solv world 's problem,,,
364,ccdata,20140123184943,,traffic stop,,,Rist Way / N. Desafio St
365,mbdata,20140123184947,rrWine,rt @maha_homeland dr. newman conclus remark viktor e set return stage,,,
366,mbdata,20140123184955,KronosQuoth,chang thought chang world   kronosstar pokral,,,
367,mbdata,20140123184955,KronosQuoth,you may succeed desir succeed may fail mind fail   pokral hi,,,
368,mbdata,20140123184955,KronosQuoth,if alway done get alway gotten   kronosstar pokral,,,
369,mbdata,20140123184955,KronosQuoth,an unexamin life worth live   kronosstar pokral,,,
370,mbdata,20140123184957,BlueVelvet,rt @kronosstar abila pd call addit support kronosstar,,,
371,mbdata,20140123185000,plasticParts,rt @homelandillumin no word yet resid danc dolphin hi,,,
372,mbdata,20140123185000,courage4life,rt @trollingsnark srsli did govern make helpless victim bot they expect us buy noway,,,
373,mbdata,20140123185003,brain448,rt @kronosstar abila fire depart dispatch ambul assist danc dolphin fire kronosstar,,,
374,mbdata,20140123185003,blueSunshine,rt @kronosstar abila fire depart dispatch ambul assist danc dolphin fire kronosstar,,,
375,mbdata,20140123185021,soup4u,rt @kronosstar polic arriv fire help manag scene kronosstar,,,
376,mbdata,20140123185021,AbilaPost,report top three floor renov @dancingdolphin abilapost,,,
377,mbdata,20140123185021,HomelandIlluminations,resid report top floor apart unoccupi hi,,,
378,mbdata,20140123185021,AbilaFireDept,,,,
379,mbdata,20140123185021,powercrystals,join movement rally.kronos/friendsofllm ralli,,,
380,mbdata,20140123185021,Viktor-E,thank follow,,,
381,mbdata,20140123185021,truthforcadau,guess need find hilel elder anybodi know inspir viktor e,36.051,24.854,
382,ccdata,20140123185021,,disturb nois,,,2491 N. Thessalias St
383,mbdata,20140123185022,KronosQuoth,build dream someon els hire build   kronosstar pokral,,,
384,mbdata,20140123185022,KronosQuoth,the distanc insan genius measur success   pokral hi,,,
385,mbdata,20140123185022,KronosQuoth,i product circumst i product decis   kronosstar pokral,,,
386,mbdata,20140123185048,KronosQuoth,ask given search find knock door open   kronosstar pokral,,,
387,mbdata,20140123185048,KronosQuoth,win nt everyth want win   kronosstar pokral,,,
388,mbdata,20140123185057,wireHead1122,rt @kronosstar abila pd call addit support kronosstar,,,
389,mbdata,20140123185057,lordWally,rt @kronosstar abila pd call addit support kronosstar,,,
390,mbdata,20140123185059,worldWatcher,rt @trollingsnark @hi of cours 's noth resid there resid first place,,,
391,mbdata,20140123185100,vonneka,rt @homelandillumin polic report build search occup hi,,,
392,mbdata,20140123185100,blueSunshine,rt @kingwilli say prayer neighbor dansingdolfinfir,,,
393,mbdata,20140123185100,vetsRock,rt @homelandillumin resid   trickl danc dolphin hi,,,
394,mbdata,20140123185103,gardener4958,rt @kronosstar abila fire depart dispatch ambul assist danc dolphin fire kronosstar,,,
395,mbdata,20140123185109,jaques,rt @abilapost unclear mani peopl still insid build abilapost,,,
396,mbdata,20140123185110,KronosQuoth,the best reason start organ make mean creat product servic make world better place   pokral hi,,,
397,mbdata,20140123185119,jgrobannne,rt @internationalnew fire grow danc dolphin fire abila intnew,,,
398,mbdata,20140123185138,KronosQuoth,wast want   kronosstar pokral,,,
399,mbdata,20140123185138,KronosQuoth,if n't valu time neither other stop give away time talents- start charg   pokral hi,,,
400,mbdata,20140123185157,vonneka,rt @kronosstar abila pd call addit support kronosstar,,,
401,mbdata,20140123185159,brandonL,rt @jenny90210 pull 14 hour shift last night go midnight so happen fire truck scream street norest,,,
402,mbdata,20140123185200,stolkfair,rt @homelandillumin resid   trickl danc dolphin hi,,,
403,mbdata,20140123185200,AbilaFireDept,abila fire depart fire truck 23 arriv danc dolphin apart afd,,,
404,mbdata,20140123185200,martaO,what 's traffic,,,
405,ccdata,20140123185200,,alarm secur no crime,,,3671 N. Valmai St
406,mbdata,20140123185200,superhero447,i lost bunch weight stuff work look news articl diet.kronos/starvenow   abila bestfood,,,
407,mbdata,20140123185200,KronosQuoth,no one make feel inferior without consent   pokral hi,,,
408,mbdata,20140123185200,rockinHW,hi i advis visit link hottips.kronos/trad abila,,,
409,mbdata,20140123185200,KronosQuoth,too mani us live dream live fear   kronosstar pokral,,,
410,mbdata,20140123185202,phantomagate,rt @truccotrucco head gelatogalor,,,
411,mbdata,20140123185214,KronosStar,flame shoot window second floor   kronosstar,,,
412,mbdata,20140123185214,HomelandIlluminations,flame visibl 2nd floor hi,,,
413,mbdata,20140123185214,GreyCatCollectibles,'s peopl upstair,,,
414,mbdata,20140123185214,unicorns,dancingdolphin full dancingfir danzamacabra,,,
415,mbdata,20140123185219,InternationalNews,flame shoot window second floor abila intnew,,,
416,mbdata,20140123185219,AbilaPost,third fire truck arriv scene abilapost,,,
417,mbdata,20140123185219,HomelandIlluminations,firemen still clear build hi,,,
418,mbdata,20140123185219,trollingsnark,pictur total shop yeahright,,,
419,mbdata,20140123185219,OnlytheTruth,moar fire realli thatz pahet,,,
420,mbdata,20140123185219,POK,the crowd cheer viktor e sing hit stand up speak up,,,
421,mbdata,20140123185221,GreyCatCollectibles,n't seen anyon 3 yet,,,
422,mbdata,20140123185221,junkieduck113,how 's credit rate need boost fixit.kronos/creditr abila badcredit,,,
423,mbdata,20140123185221,KronosQuoth,success entrepreneur giver taker posit energi   pokral hi,,,
424,mbdata,20140123185221,KronosQuoth,you ca nt fall nt climb   but joy live whole life ground   kronosstar pokral,,,
425,mbdata,20140123185225,soulofShi,kindafun watch fire pyroatheart,,,
426,mbdata,20140123185225,anaregents,viktor e play stand speak inspir ghandi move song,,,
427,mbdata,20140123185227,AbilaPost,residents?continu make way apart build unclear mani still insid abilapost,,,
428,mbdata,20140123185227,GreyCatCollectibles,n't heard rachel day hope 's vaca somewher,,,
429,mbdata,20140123185227,Officia1AbilaPost,death toll mount kronoskidnap smad.co.kronos/383n28q,,,
430,mbdata,20140123185228,KronosStar,firemen help evacu build kronosstar,,,
431,mbdata,20140123185228,GreyCatCollectibles,apt,,,
432,mbdata,20140123185237,InternationalNews,evacu fire danc dolphin intnew,,,
433,mbdata,20140123185237,AbilaPost,firefight assist sever resid build afd heroes?#abilapost,,,
434,mbdata,20140123185237,windAvatar,feel slight guilti ca n't look away schadenfreud,,,
435,mbdata,20140123185237,martaO,never seen traffic like notmov gridlock thinkt realciti,,,
436,ccdata,20140123185237,,incomplet call for polic,,,
437,mbdata,20140123185241,KronosQuoth,you ca n't connect dot look forward connect look backward pokral hi,,,
438,mbdata,20140123185241,KronosQuoth,life 10 happen 90 i react   kronosstar pokral,,,
439,mbdata,20140123185241,KronosQuoth,i find harder i work luck i seem   pokral hi,,,
440,mbdata,20140123185241,KronosQuoth,either write someth worth read someth worth write   kronosstar pokral,,,
441,mbdata,20140123185257,zengardener,rt @kronosstar abila pd call addit support kronosstar,,,
442,mbdata,20140123185257,wireHead1122,rt @kronosstar abila pd call addit support kronosstar,,,
443,mbdata,20140123185302,CentralBulletin,firefight assist resid danc dolphin fire abila centralbulletin,,,
444,mbdata,20140123185302,redisrad,mani siren,,,
445,mbdata,20140123185302,OnlytheTruth,dang miss one,,,
446,mbdata,20140123185310,KronosStar,paramed arriv scene treat evacu resid smoke inhal kronosstar dancingdolphinfir,,,
447,mbdata,20140123185310,HomelandIlluminations,three fire engin sever polic unit site   resid evacu hi,,,
448,mbdata,20140123185310,AbilaFireDept,abila fire depart order evacu nearbi build precaut fire achilleo madeg?#afd,,,
449,mbdata,20140123185310,katrina,got call hospit staf case abilafir,,,
450,mbdata,20140123185310,trollingsnark,yup yup come right time take reeduc i mean medic attent trustus,,,
451,mbdata,20140123185310,Viktor-E,stand up speak up cover band across world see mix viktor-e.kronos/ourmusic/standupspeakup/world,,,
452,mbdata,20140123185310,truthforcadau,viktor e play favorit stand speak pokrallyinthepark,36.051,24.854,
453,mbdata,20140123185311,KronosQuoth,i find real interest life curious life sleep import thing   pokral hi,,,
454,mbdata,20140123185311,KronosQuoth,if want lift lift someon els   kronosstar pokral,,,
455,mbdata,20140123185314,gardener4958,rt @greycatcollect 's peopl upstair,,,
456,mbdata,20140123185319,dtennent,rt @onlythetruth moar fire realli thatz pahet,,,
457,mbdata,20140123185319,soup4u,rt @pok the crowd cheer viktor e sing hit stand up speak up,,,
458,mbdata,20140123185321,phantomagate,rt @abilafiredept,,,
459,mbdata,20140123185327,wiseWords,rt @abilapost residents?continu make way apart build unclear mani still insid abilapost,,,
460,mbdata,20140123185327,farmboy,rt @abilapost residents?continu make way apart build unclear mani still insid abilapost,,,
461,mbdata,20140123185327,luvMyPants,rt @abilapost residents?continu make way apart build unclear mani still insid abilapost,,,
462,mbdata,20140123185328,muppiesRock,rt @kronosstar firemen help evacu build kronosstar,,,
463,mbdata,20140123185337,BlueVelvet,rt @abilapost firefight assist sever resid build afd heroes?#abilapost,,,
464,mbdata,20140123185340,whiteprotein,"gain 1,000 follow week use getem.kronos/follow abilafinest followm",,,
465,mbdata,20140123185340,KronosQuoth,peopl often say motiv n't last well neither bath 's recommend daili   pokral hi,,,
466,mbdata,20140123185402,siliconKing,rt @redisrad mani siren,,,
467,mbdata,20140123185407,KronosQuoth,wast want   kronosstar pokral,,,
468,mbdata,20140123185407,KronosQuoth,i attribut success i never gave took excus   kronosstar pokral,,,
469,mbdata,20140123185407,hotdrugs225,how 's credit rate need boost fixit.kronos/creditr abila badcredit,,,
470,mbdata,20140123185407,KronosQuoth,failur condiment give success flavor   pokral hi,,,
471,mbdata,20140123185425,brandonL,rt @anareg viktor e play stand speak inspir ghandi move song,,,
472,mbdata,20140123185427,brain448,rt @abilapost residents?continu make way apart build unclear mani still insid abilapost,,,
473,mbdata,20140123185435,reggierockin776,you look differ photo pics.kronos/p   abila pictur,,,
474,mbdata,20140123185435,KronosQuoth,when stop chase wrong thing give right thing chanc catch   pokral hi,,,
475,mbdata,20140123185435,KronosQuoth,challeng make life interest overcom make life meaning   kronosstar pokral,,,
476,mbdata,20140123185435,Clevvah4Evah,i liter felt like blow pok ralli grammar,,,
477,mbdata,20140123185457,KronosQuoth,real difficulti overcom imaginari one unconquer   pokral hi,,,
478,mbdata,20140123185501,AbilaPost,paramed scene treat evacu resid @dancingdolphin abilapost firstrespond,,,
479,mbdata,20140123185501,HomelandIlluminations,ambul arriv word injuri hi,,,
480,mbdata,20140123185501,dangermice,polic flood scene,36.059,24.894,
481,mbdata,20140123185501,powercrystals,traffic congest east abila abila,,,
482,ccdata,20140123185501,,traffic stop,,,N. Arbete St / N. Oddisseos St
483,mbdata,20140123185502,rrWine,rt @onlythetruth dang miss one,,,
484,mbdata,20140123185502,AbilaPost,an addit polic unit arriv block achilleo madeg abilapost,,,
485,mbdata,20140123185502,HomelandIlluminations,resid treat smoke inhal minor injuri hi,,,
486,mbdata,20140123185502,katrina,air qualiti aw tonight go,,,
487,mbdata,20140123185502,AbilaAllFaith,counsel avail distress abila all faith church,,,
488,mbdata,20140123185503,HomelandIlluminations,polic ask crowd move away scene hi,,,
489,mbdata,20140123185505,HomelandIlluminations,as precaut fire offici order nearbi build evacu polic go door door clear area hi,,,
490,mbdata,20140123185505,GreyCatCollectibles,they re make us get way back build --scare,,,
491,mbdata,20140123185505,dangermice,oh man evacu nearbi build abilafir,36.059,24.894,
492,mbdata,20140123185505,martaO,what go i smart enough stay away rallypark thot everyon would,,,
493,mbdata,20140123185505,Viktor-E,read person inspir bert found viktor e viktor-e.kronos/theband/interview,,,
494,mbdata,20140123185518,Clevvah4Evah,do n't disinterest movi pok ralli grammar,,,
495,mbdata,20140123185518,KronosQuoth,when doubt punt   kronosstar pokral,,,
496,mbdata,20140123185519,rnbwBrite,rt @internationalnew flame shoot window second floor abila intnew,,,
497,mbdata,20140123185528,soup4u,rt @kronosstar firemen help evacu build kronosstar,,,
498,mbdata,20140123185539,KronosQuoth,fortun side dare   pokral hi,,,
499,mbdata,20140123185600,dtennent,rt @abilafiredept abila fire depart fire truck 23 arriv danc dolphin apart afd,,,
500,mbdata,20140123185602,ninjabob,rt @homelandillumin resid treat smoke inhal minor injuri hi,,,
501,mbdata,20140123185602,KronosStar,polic firemen start evacu neighbor build kronosstar dancingdolphinfir,,,
502,mbdata,20140123185602,HomelandIlluminations,build appear lost hi,,,
503,mbdata,20140123185602,trollingsnark,there go fals flag oper enter stage 2,,,
504,mbdata,20140123185602,hazMore445,restaur open soon- danc bear    schaber,,,
505,mbdata,20140123185603,jaques,rt @homelandillumin polic ask crowd move away scene hi,,,
506,mbdata,20140123185603,sarajane,rt @homelandillumin polic ask crowd move away scene hi,,,
507,mbdata,20140123185603,microBanana,rt @homelandillumin polic ask crowd move away scene hi,,,
508,mbdata,20140123185608,KronosQuoth,everyth ever want side fear   kronosstar pokral,,,
509,mbdata,20140123185614,slamrjamr,rt @homelandillumin flame visibl 2nd floor hi,,,
510,mbdata,20140123185619,slamrjamr,rt @internationalnew flame shoot window second floor abila intnew,,,
511,mbdata,20140123185619,rnbwBrite,rt @internationalnew flame shoot window second floor abila intnew,,,
512,mbdata,20140123185619,BlueVelvet,rt @internationalnew flame shoot window second floor abila intnew,,,
513,mbdata,20140123185619,soup4u,rt @abilapost third fire truck arriv scene abilapost,,,
514,mbdata,20140123185627,gardener4958,rt @abilapost residents?continu make way apart build unclear mani still insid abilapost,,,
515,mbdata,20140123185627,wireHead1122,rt @abilapost residents?continu make way apart build unclear mani still insid abilapost,,,
516,mbdata,20140123185632,KronosQuoth,life make alway alway   kronosstar pokral,,,
517,mbdata,20140123185632,Clevvah4Evah,do nt loos way dark go home pok ralli grammar,,,
518,mbdata,20140123185637,electricAvenue,rt @abilapost firefight assist sever resid build afd heroes?#abilapost,,,
519,mbdata,20140123185637,dolls4sale,rt @abilapost firefight assist sever resid build afd heroes?#abilapost,,,
520,mbdata,20140123185701,vetsRock,rt @abilapost paramed scene treat evacu resid @dancingdolphin abilapost firstrespond,,,
521,mbdata,20140123185701,dragonRider1,rt @homelandillumin ambul arriv word injuri hi,,,
522,mbdata,20140123185701,dolls4sale,rt @homelandillumin ambul arriv word injuri hi,,,
523,mbdata,20140123185701,KronosQuoth,life make alway alway   kronosstar pokral,,,
524,mbdata,20140123185701,KronosQuoth,your problem n't problem your reaction problem   pokral hi,,,
525,mbdata,20140123185701,KronosQuoth,a real entrepreneur somebodi safeti net underneath   pokral hi,,,
526,mbdata,20140123185702,jaques,rt @homelandillumin build appear lost hi,,,
527,mbdata,20140123185703,courage4life,rt @homelandillumin polic ask crowd move away scene hi,,,
528,mbdata,20140123185705,muppiesRock,rt @homelandillumin as precaut fire offici order nearbi build evacu polic go door door clear area hi,,,
529,mbdata,20140123185705,luvMyPants,rt @homelandillumin as precaut fire offici order nearbi build evacu polic go door door clear area hi,,,
530,mbdata,20140123185710,lordWally,rt @trollingsnark yup yup come right time take reeduc i mean medic attent trustus,,,
531,mbdata,20140123185713,AbilaPost,evacu surround build begun vicin achilleo madeg pleas safe abilapost,,,
532,mbdata,20140123185713,trollingsnark,we re govern re help yeahright,,,
533,mbdata,20140123185713,POK,next close remark sylvia marek,,,
534,mbdata,20140123185725,whiteprotein,he hesit lost kronosstar pokral,,,
535,mbdata,20140123185725,Clevvah4Evah,best seizur salad evvah pok ralli grammar,,,
536,mbdata,20140123185756,KronosQuoth,do n't afraid give good go great   pokral hi,,,
537,mbdata,20140123185801,luvMyPants,rt @homelandillumin ambul arriv word injuri hi,,,
538,mbdata,20140123185802,pinky,rt @homelandillumin resid treat smoke inhal minor injuri hi,,,
539,mbdata,20140123185805,vetsRock,rt @viktor e read person inspir bert found viktor e viktor-e.kronos/theband/interview,,,
540,mbdata,20140123185819,KronosQuoth,the best reveng massiv success   kronosstar pokral,,,
541,mbdata,20140123185846,NewsOnlineToday,nearbi resid evacu danc dolphin fire abila newsonlin,,,
542,mbdata,20140123185846,SaveOurWildlands,renew energi sustain busi futur sow.kronos/whowear,,,
543,mbdata,20140123185850,KronosQuoth,you take life hand happen a terribl thing one blame   kronosstar pokral,,,
544,mbdata,20140123185850,maskedWoman101,fyi websit badprofiles.kronos/tacki spread nasti blog around gettingfir,,,
545,mbdata,20140123185850,KronosQuoth,in experi one motiv desir no reason principl contain stand   pokral hi,,,
546,mbdata,20140123185901,jgrobannne,rt @abilapost paramed scene treat evacu resid @dancingdolphin abilapost firstrespond,,,
547,mbdata,20140123185901,KronosStar,paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
548,mbdata,20140123185901,HomelandIlluminations,a resid may trap upper floor hi,,,
549,mbdata,20140123185901,GreyCatCollectibles,where peopl come worstblockpartyev,,,
550,mbdata,20140123185901,POK,sylvia thank speaker band,,,
551,mbdata,20140123185903,brain448,rt @homelandillumin polic ask crowd move away scene hi,,,
552,mbdata,20140123185913,Clevvah4Evah,alway flush idea present pok ralli grammar,,,
553,mbdata,20140123185913,KronosQuoth,dream form plan   kronosstar pokral,,,
554,mbdata,20140123185933,reggierockin776,have heard million peopl make $ 5k+/mo home here workathome.krono scam krono abilajob,,,
555,mbdata,20140123185934,HomelandIlluminations,firemen report rescu one resid trap upper floor hi,,,
556,mbdata,20140123185946,sithLordJames,rt @newsonlinetoday nearbi resid evacu danc dolphin fire abila newsonlin,,,
557,mbdata,20140123185954,Clevvah4Evah,in edit alway add instead multipli pok ralli grammar,,,
558,mbdata,20140123185954,KronosQuoth,the distanc insan genius measur success   pokral hi,,,
559,mbdata,20140123185954,KronosQuoth,the secret univers depend intrins timeless pokral hi,,,
560,mbdata,20140123185954,KronosQuoth,if n't valu time neither other stop give away time talents- start charg   pokral hi,,,
561,mbdata,20140123190000,InternationalNews,injuri danc dolphin fire abila intnew,,,
562,mbdata,20140123190000,HomelandIlluminations,resid report one live floor 4 6 hi,,,
563,mbdata,20140123190000,GreyCatCollectibles,hear come folk 3 afd carri marta build afdhero,,,
564,mbdata,20140123190000,dangermice,someon got rescu look realli bad   abilafir,36.059,24.894,
565,mbdata,20140123190000,ourcountryourrights,viktor e play next hour courtesi pok pok,,,
566,mbdata,20140123190001,brandonL,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
567,mbdata,20140123190001,electricAvenue,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
568,mbdata,20140123190001,brandonL,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
569,mbdata,20140123190001,courage4life,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
570,mbdata,20140123190001,brain448,rt @homelandillumin a resid may trap upper floor hi,,,
571,mbdata,20140123190001,sarajane,rt @homelandillumin a resid may trap upper floor hi,,,
572,mbdata,20140123190002,microBanana,rt @homelandillumin build appear lost hi,,,
573,mbdata,20140123190021,reggierockin776,time refil refil med onlin drugs.kronos/cheappil abila pharmacyripoff,,,
574,mbdata,20140123190031,KronosStar,firemen rescu resid upper floor build kronosstar dancingdolphinfir afdhero,,,
575,mbdata,20140123190031,HomelandIlluminations,fire still control   smoke continu pour window hi,,,
576,mbdata,20140123190031,AbilaAllFaith,do lose faith   abila all faith church support victim dancingdophinsfir,,,
577,mbdata,20140123190034,sithLordJames,rt @homelandillumin firemen report rescu one resid trap upper floor hi,,,
578,mbdata,20140123190042,AbilaPost,firefight rescu resid upper floor @dancingdolphin abilapost,,,
579,mbdata,20140123190042,HomelandIlluminations,no word trap resid hi,,,
580,mbdata,20140123190042,martaO,traffic kill look like fire everi street close gridlock,,,
581,mbdata,20140123190042,ourcountryourrights,come park join us social chang pok,,,
582,mbdata,20140123190047,KronosQuoth,life measur number breath take moment take breath away   kronosstar pokral,,,
583,mbdata,20140123190101,sarajane,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
584,mbdata,20140123190101,muppiesRock,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
585,mbdata,20140123190110,Clevvah4Evah,wait bate breadth pok ralli grammar,,,
586,mbdata,20140123190110,KronosQuoth,if dream achiev   kronosstar pokral,,,
587,mbdata,20140123190110,KronosQuoth,there chanc destini fate hinder control firm resolv determin soul   pokral hi,,,
588,mbdata,20140123190139,Clevvah4Evah,i want job 80 mental 30 fiscal pok ralli grammar,,,
589,mbdata,20140123190142,sithLordJames,rt @abilapost firefight rescu resid upper floor @dancingdolphin abilapost,,,
590,mbdata,20140123190142,dtennent,rt @homelandillumin no word trap resid hi,,,
591,mbdata,20140123190142,slamrjamr,rt @homelandillumin no word trap resid hi,,,
592,mbdata,20140123190142,joyce101,rt @ourcountryourright come park join us social chang pok,,,
593,mbdata,20140123190146,dtennent,rt @newsonlinetoday nearbi resid evacu danc dolphin fire abila newsonlin,,,
594,mbdata,20140123190200,dtennent,rt @homelandillumin resid report one live floor 4 6 hi,,,
595,mbdata,20140123190200,InternationalNews,resid rescu danc dolphin fire abila intnew,,,
596,mbdata,20140123190200,CentralBulletin,resid rescu upper floor danc dolphin apart abila centralbulletin,,,
597,mbdata,20140123190200,martaflores,thank abila firefight save afd,,,
598,mbdata,20140123190200,trollingsnark,yes yes thank oh dear govern agent what would ever without sarcasm,,,
599,mbdata,20140123190200,OnlytheTruth,miss anoth amatu,,,
600,mbdata,20140123190200,POK,photo pok ralli park pok.kronos/rallyinthepark,,,
601,mbdata,20140123190200,AbilaPost,sylvia marek thank speaker lucio jakab lorenzo di stefano dr. newman pokral abilapost,,,
602,mbdata,20140123190200,anaregents,sylvia back stage guess end pokral,,,
603,mbdata,20140123190200,footfingers,join pok make differnc pok,36.054,24.902,
604,ccdata,20140123190200,,traffic stop,,,N. Arbete St / N. Spetson St
605,mbdata,20140123190200,KronosQuoth,the two import day life day born day find   kronosstar pokral,,,
606,mbdata,20140123190200,KronosQuoth,no masterpiec ever creat lazi artist pokral hi,,,
607,mbdata,20140123190200,KronosQuoth,you ca nt use creativ   the use   kronosstar pokral,,,
608,mbdata,20140123190200,KronosQuoth,a real entrepreneur somebodi safeti net underneath   pokral hi,,,
609,mbdata,20140123190201,vetsRock,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
610,mbdata,20140123190201,jgrobannne,rt @kronosstar paramed say serious injuri among build resid kronosstar dancingdolphinfir,,,
611,mbdata,20140123190201,luvMyPants,rt @homelandillumin a resid may trap upper floor hi,,,
612,mbdata,20140123190201,lordWally,rt @homelandillumin a resid may trap upper floor hi,,,
613,mbdata,20140123190224,KronosQuoth,if want achiev excel get today as second quit less excel work   pokral hi,,,
614,mbdata,20140123190224,KronosQuoth,win nt everyth want win   kronosstar pokral,,,
615,mbdata,20140123190224,KronosQuoth,motiv get start habit keep go   pokral hi,,,
