,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
322,mbdata,20140123201904,AbilaPost,wit report hear pop sound later understood gun fire abilapost,,,
323,mbdata,20140123201914,plasticParts,rt @abilapost gelatogalor patron still trap insid abilapost,,,
324,mbdata,20140123201917,KronosQuoth,we must believ gift someth thing whatev cost must attain   kronosstar pokral,,,
325,mbdata,20140123201917,Clevvah4Evah,my boss made 360 last decis pok ralli grammar,,,
326,mbdata,20140123201917,eazymoney,artist musician need follow click   followme.kronos/artist abila artist,,,
327,mbdata,20140123201917,KronosQuoth,too mani us live dream live fear   kronosstar pokral,,,
328,mbdata,20140123201939,Clevvah4Evah,april 31 2013 alway rememb date pok ralli grammar,,,
329,mbdata,20140123201939,KronosQuoth,the first step toward success taken refus captiv environ first find   pokral hi,,,
330,mbdata,20140123201939,KronosQuoth,you without sin cast first stone   kronosstar pokral,,,
331,mbdata,20140123202001,siliconKing,rt @abilapost evacu wit report see wild drive black van pursu two cop car abilapost,,,
332,mbdata,20140123202002,footfingers,corrupt offici allow corpor greed poison land pok,36.054,24.902,
333,mbdata,20140123202002,protoGuy,van dude yell cop,,,
334,mbdata,20140123202002,Sara_Nespola,peopl show trap coffe shop hostag,,,
335,mbdata,20140123202002,megaMan,bad guy i outta peopl die   tag,,,
336,mbdata,20140123202002,AbilaPost,wit report male driver black van tri drive gelatogalor park lot block open fire abilapost,,,
337,mbdata,20140123202002,KronosStar,standoff apd shooter continu gelato galor kronosstar,,,
338,mbdata,20140123202002,HomelandIlluminations,wit report may peopl trap nearbi busi,,,
339,mbdata,20140123202002,Officia1AbilaPost,eight shot gelatogalor robberi smad.co.kronos/39vn811v,,,
340,mbdata,20140123202004,farmboy,rt @friendsofkrono move hostag got cuaght feebl mind alway result violenc pok,,,
341,mbdata,20140123202009,KronosQuoth,dream form plan   kronosstar pokral,,,
342,mbdata,20140123202009,KronosQuoth,"i fail i ve found 10,000 way wo n't work   pokral hi",,,
343,mbdata,20140123202009,KronosQuoth,you ve got get everi morn determin re go go bed satisfact   pokral hi,,,
344,mbdata,20140123202014,jaques,rt @abilapost gelatogalor patron still trap insid abilapost,,,
345,mbdata,20140123202038,KronosQuoth,if wind serv take oar   kronosstar pokral,,,
346,mbdata,20140123202038,KronosQuoth,the best time plant tree 20 year ago the second best time   kronosstar pokral,,,
347,mbdata,20140123202038,KronosQuoth,the road success road failur almost exact   pokral hi,,,
348,mbdata,20140123202038,Clevvah4Evah,do n't disinterest movi pok ralli grammar,,,
349,mbdata,20140123202101,zengardener,rt @abilapost evacu wit report see wild drive black van pursu two cop car abilapost,,,
350,mbdata,20140123202101,blueSunshine,rt @abilapost evacu wit report see wild drive black van pursu two cop car abilapost,,,
351,mbdata,20140123202102,sarajane,rt @abilapost wit report male driver black van tri drive gelatogalor park lot block open fire abilapost,,,
352,mbdata,20140123202102,joyce101,rt @kronosstar standoff apd shooter continu gelato galor kronosstar,,,
353,mbdata,20140123202102,plasticParts,rt @kronosstar standoff apd shooter continu gelato galor kronosstar,,,
354,mbdata,20140123202102,farmboy,rt @kronosstar standoff apd shooter continu gelato galor kronosstar,,,
355,mbdata,20140123202103,FriendsOfKronos,found kidnap gastech employe gelatogalor pok terrorist,,,
356,mbdata,20140123202103,megaMan,good tag,,,
357,mbdata,20140123202103,NewsOnlineToday,peopl may trap nearbi busi abila,,,
358,mbdata,20140123202103,panopticon,guy black van scream someth cop ca nt hear,,,
359,mbdata,20140123202103,roger_roger,n't end soon 'm gon na leav anyway,,,
360,ccdata,20140123202103,,subject stop,,,N. Estos St / N. Barabla St
361,mbdata,20140123202104,vetsRock,rt @abilapost wit report hear pop sound later understood gun fire abilapost,,,
362,mbdata,20140123202104,teresaJ,rt @abilapost wit report hear pop sound later understood gun fire abilapost,,,
363,mbdata,20140123202109,Clevvah4Evah,what 's diff would would ve pok ralli grammar,,,
364,mbdata,20140123202109,whiteprotein,you look differ photo pics.kronos/p   abila pictur,,,
365,mbdata,20140123202113,FriendsOfKronos,apd hire,,,
366,mbdata,20140123202113,megaMan,good time listen behind pole   tag,,,
367,mbdata,20140123202123,megaMan,ok i ca nt move without light   tag stuck,,,
368,mbdata,20140123202133,KronosQuoth,success sum small effort repeat day day   pokral hi,,,
369,mbdata,20140123202133,KronosQuoth,believ halfway   kronosstar pokral,,,
370,mbdata,20140123202133,KronosQuoth,there chanc destini fate hinder control firm resolv determin soul   pokral hi,,,
371,mbdata,20140123202133,KronosQuoth,the success warrior averag man laser like focus   pokral hi,,,
372,mbdata,20140123202134,footfingers,rise corrupt injustic pok,36.054,24.902,
373,mbdata,20140123202134,protoGuy,wonder cop chase van anyway,,,
374,mbdata,20140123202134,HomelandIlluminations,standoff continu multipl gunmen unknown number hostag,,,
375,mbdata,20140123202134,MarcusDrymiau,dude outsid yell someth hostag standoff,,,
376,mbdata,20140123202134,prettyRain,pleas pleas tell happen someon get shot,,,
377,mbdata,20140123202143,NewsOnlineToday,standoff continu multipl gunmen unknown number hostag abila,,,
378,mbdata,20140123202158,KronosQuoth,life find life creat   pokral hi,,,
379,mbdata,20140123202201,jgrobannne,rt @abilapost evacu wit report see wild drive black van pursu two cop car abilapost,,,
380,mbdata,20140123202201,wiseWords,rt @abilapost evacu wit report see wild drive black van pursu two cop car abilapost,,,
381,mbdata,20140123202201,joyce101,rt @abilapost evacu wit report see wild drive black van pursu two cop car abilapost,,,
382,mbdata,20140123202202,siliconKing,rt @kronosstar standoff apd shooter continu gelato galor kronosstar,,,
383,mbdata,20140123202202,dolls4sale,rt @kronosstar standoff apd shooter continu gelato galor kronosstar,,,
384,mbdata,20140123202204,worldWatcher,rt @megaman bad guy oh i 'm get yell   tag,,,
385,mbdata,20140123202221,megaMan,think someon van show hostag look like girl   tag,,,
386,mbdata,20140123202221,AbilaPost,close 200 peopl gather watch standoff alexandria ithaki abilapost,,,
387,mbdata,20140123202221,SiaradSea,home,,,
388,ccdata,20140123202221,,misdemeanor assault in progress,,,3184 N. Agisilaou St
389,mbdata,20140123202229,Clevvah4Evah,do n't disinterest movi pok ralli grammar,,,
390,mbdata,20140123202229,KronosQuoth,evolut inspir incred phenomena pokral hi,,,
391,mbdata,20140123202229,KronosQuoth,start use   do   kronosstar pokral,,,
392,mbdata,20140123202229,KronosQuoth,if hear voic within say paint mean paint voic silenc   kronosstar pokral,,,
393,mbdata,20140123202256,KronosQuoth,the success warrior averag man laser like focus   pokral hi,,,
394,mbdata,20140123202256,junkman377,how 's credit rate need boost fixit.kronos/creditr abila badcredit,,,
395,mbdata,20140123202256,Clevvah4Evah,in edit alway add instead multipli pok ralli grammar,,,
396,mbdata,20140123202256,KronosQuoth,we becom think time 's strangest secret   pokral hi,,,
397,mbdata,20140123202302,courage4life,rt @abilapost wit report male driver black van tri drive gelatogalor park lot block open fire abilapost,,,
398,mbdata,20140123202302,BlueVelvet,rt @kronosstar standoff apd shooter continu gelato galor kronosstar,,,
399,mbdata,20140123202302,stolkfair,rt @homelandillumin wit report may peopl trap nearbi busi,,,
400,mbdata,20140123202303,FriendsOfKronos,kind dummi go shoot bystand deserv get shot pok,,,
401,mbdata,20140123202303,megaMan,@ben guy show van window,,,
402,mbdata,20140123202303,hempRules,what great career policenegoti,,,
403,mbdata,20140123202304,phantomagate,rt @abilapost wit report hear pop sound later understood gun fire abilapost,,,
404,mbdata,20140123202318,KronosQuoth,either run day day run   kronosstar pokral,,,
405,mbdata,20140123202318,KronosQuoth,knowledg awar wisdom know   pokral hi,,,
406,mbdata,20140123202318,KronosQuoth,if want children turn well spend twice much time half much money   kronosstar pokral,,,
407,mbdata,20140123202323,lindyT,rt @megaman ok i ca nt move without light   tag stuck,,,
408,mbdata,20140123202347,KronosQuoth,onli put tomorrow will die left undon   pokral hi,,,
409,mbdata,20140123202347,KronosQuoth,the mind everyth what think becom    kronosstar pokral,,,
410,mbdata,20140123202402,gardener4958,rt @abilapost wit report male driver black van tri drive gelatogalor park lot block open fire abilapost,,,
411,mbdata,20140123202402,soup4u,rt @kronosstar standoff apd shooter continu gelato galor kronosstar,,,
412,mbdata,20140123202402,joyce101,rt @homelandillumin wit report may peopl trap nearbi busi,,,
413,mbdata,20140123202403,wiseWords,rt @megaman good tag,,,
414,mbdata,20140123202418,KronosQuoth,strive success rather valu   kronosstar pokral,,,
415,mbdata,20140123202418,Clevvah4Evah,gastech said would give bonus pok ralli grammar,,,
416,mbdata,20140123202418,KronosQuoth,do n't rais voic improv argument   pokral hi,,,
417,mbdata,20140123202418,KronosQuoth,i learn year one mind made diminish fear   kronosstar pokral,,,
418,mbdata,20140123202421,vetsRock,rt @siaradsea home,,,
419,mbdata,20140123202446,KronosQuoth,if genuin want someth n't wait teach impati   pokral hi,,,
420,mbdata,20140123202446,KronosQuoth,we becom think time 's strangest secret   pokral hi,,,
421,mbdata,20140123202500,KronosStar,the fire n't appear grow kronosstar dancingdolphinfir afdhero,,,
422,mbdata,20140123202500,HomelandIlluminations,offici report fire might control hi,,,
423,mbdata,20140123202500,redisrad,mikal oso still ralli i crash place tell i get home tonit couchsurf,,,
424,mbdata,20140123202500,FriendsOfKronos,terrorist love random violenc shoot innoc bystand pok,,,
425,mbdata,20140123202500,rockStar113,@abilapost gag care moneygrubb peopl hurt,,,
426,mbdata,20140123202500,megaMan,@ben it look like she 's first scari tag,,,
427,mbdata,20140123202500,InternationalNews,abila standoff continu stalem abila intnew,,,
428,mbdata,20140123202500,SiaradSea,i 'm right everybodi gon na tri unwind,,,
429,mbdata,20140123202503,courage4life,rt @newsonlinetoday peopl may trap nearbi busi abila,,,
430,mbdata,20140123202510,KronosQuoth,the difficult thing decis act rest mere tenac   kronosstar pokral,,,
431,mbdata,20140123202510,KronosQuoth,there one way avoid critic noth say noth noth   kronosstar pokral,,,
432,mbdata,20140123202535,KronosQuoth,the person say done interrupt person   kronosstar pokral,,,
433,mbdata,20140123202535,KronosQuoth,good thing come peopl wait better thing come go get   pokral hi,,,
434,mbdata,20140123202600,dtennent,rt @megaman @ben it look like she 's first scari tag,,,
435,mbdata,20140123202600,plasticParts,rt @siaradsea i 'm right everybodi gon na tri unwind,,,
436,mbdata,20140123202602,michelleR,where 's chuc norri need,,,
437,mbdata,20140123202602,megaMan,negoti guy calm tag,,,
438,mbdata,20140123202602,AbilaPost,econom impact standoff busi vicin abilapost,,,
439,mbdata,20140123202602,panopticon,need put pressur guy ramp negoit,,,
440,mbdata,20140123202602,Simon_Hamaeth,re free thank apd standoff,,,
441,mbdata,20140123202602,KronosQuoth,i learn year one mind made diminish fear   kronosstar pokral,,,
442,mbdata,20140123202602,KronosQuoth,there chanc destini fate hinder control firm resolv determin soul   pokral hi,,,
443,mbdata,20140123202602,KronosQuoth,innov distinguish leader follow   pokral hi,,,
444,mbdata,20140123202615,FriendsOfKronos,hey abila post terror bad busi pok,,,
445,mbdata,20140123202615,megaMan,not yell much tag,,,
446,mbdata,20140123202624,KronosQuoth,the question nt go let go stop   kronosstar pokral,,,
447,mbdata,20140123202624,KronosQuoth,chang thought chang world   kronosstar pokral,,,
448,mbdata,20140123202624,KronosQuoth,what seem us bitter trial often bless disguis pokral hi,,,
449,mbdata,20140123202644,KronosQuoth,whenev see success person see public glori never privat sacrific reach   pokral hi,,,
450,mbdata,20140123202644,KronosQuoth,happi butterfli pursu alway beyond grasp pokral hi,,,
451,mbdata,20140123202644,reggierockin776,one top diseases- help us cure diseasefund.kronos/payus abila cancer,,,
452,mbdata,20140123202644,KronosQuoth,if want achiev great stop ask permiss   pokral hi,,,
453,mbdata,20140123202649,megaMan,@tomish polic back   tag,,,
454,mbdata,20140123202702,rnbwBrite,rt @megaman negoti guy calm tag,,,
455,mbdata,20140123202710,KronosQuoth,bless meek shall inherit earth   kronosstar pokral,,,
456,mbdata,20140123202710,KronosQuoth,there traffic jam along extra mile   kronosstar pokral,,,
457,mbdata,20140123202711,megaMan,lot gun point van tag,,,
458,ccdata,20140123202713,,incomplet call for polic,,,
459,mbdata,20140123202731,KronosQuoth,develop success failur discourag failur two surest step stone success   pokral hi,,,
460,mbdata,20140123202731,KronosQuoth,your time limit nt wast live someon els life   kronosstar pokral,,,
461,mbdata,20140123202731,KronosQuoth,as look ahead next centuri leader empow other   pokral hi,,,
462,mbdata,20140123202731,KronosQuoth,develop success failur discourag failur two surest step stone success   pokral hi,,,
463,mbdata,20140123202733,FriendsOfKronos,amount greenwash clean terror organ sylvia pok terror,,,
464,mbdata,20140123202733,protoGuy,want move get better view mani gun,,,
465,mbdata,20140123202733,megaMan,hi tension mayb talk work tag,,,
466,mbdata,20140123202733,roger_roger,guy look window say ton cop,,,
467,mbdata,20140123202752,KronosQuoth,you must expect great thing   pokral hi,,,
468,mbdata,20140123202800,klingon4real,rt @rockstar113 @abilapost gag care moneygrubb peopl hurt,,,
469,mbdata,20140123202802,brandonL,rt @simon_hamaeth re free thank apd standoff,,,
470,mbdata,20140123202821,rockinHW,make $ 630-$8062 month onlin fastjobs.kronos/trick abila workathom,,,
471,mbdata,20140123202821,KronosQuoth,everi strike bring closer next home run   kronosstar pokral,,,
472,mbdata,20140123202821,KronosQuoth,it better fail origin succeed imit   pokral hi,,,
473,mbdata,20140123202821,cminvestments11,r famous haha   badprofiles.kronos/tacki    abila pictur,,,
474,mbdata,20140123202833,vonneka,rt @protoguy want move get better view mani gun,,,
475,mbdata,20140123202842,HomelandIlluminations,offici state fire control hi,,,
476,mbdata,20140123202842,megaMan,@ben i 'm 200 follow tag,,,
477,mbdata,20140123202842,roger_roger,shoot alreadi,,,
478,ccdata,20140123202842,,traffic stop,,,N. Polvo St / N. Androutsou St
479,mbdata,20140123202849,KronosQuoth,success like like like   pokral hi,,,
480,mbdata,20140123202849,Clevvah4Evah,i want job 80 mental 30 fiscal pok ralli grammar,,,
481,mbdata,20140123202849,KronosQuoth,there two type peopl tell make differ world pokral hi,,,
482,ccdata,20140123202907,,shoplift,,,2297 Filis St
483,mbdata,20140123202915,electricAvenue,rt @megaman not yell much tag,,,
484,mbdata,20140123202918,KronosQuoth,there traffic jam along extra mile   kronosstar pokral,,,
485,mbdata,20140123202942,worldWatcher,rt @homelandillumin offici state fire control hi,,,
486,mbdata,20140123202946,KronosQuoth,the first step toward success taken refus captiv environ first find   pokral hi,,,
487,mbdata,20140123202946,KronosQuoth,we becom think time 's strangest secret   pokral hi,,,
488,mbdata,20140123202946,KronosQuoth,if want achiev excel get today as second quit less excel work   pokral hi,,,
489,mbdata,20140123202946,Clevvah4Evah,the ralli peak interest pok ralli grammar,,,
490,mbdata,20140123203000,KronosStar,firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
491,mbdata,20140123203000,redisrad,anyon want meet ouzerielian drink troubl away,,,
492,mbdata,20140123203000,mountain478,ca n't studi much go outsid must watch drama unfold fireissci,,,
493,mbdata,20140123203000,footfingers,suport pok 's fight peopl krono pok apa,36.054,24.902,
494,mbdata,20140123203000,megaMan,some kid came behind pole scaredmetodeath tag,,,
495,mbdata,20140123203000,AbilaPost,despit advis avoid area crowd continu grow around standoff abilapost,,,
496,mbdata,20140123203000,panopticon,wait,,,
497,mbdata,20140123203000,MarcusDrymiau,i hope everyon stay calm hostag n't get hurt standoff,,,
498,mbdata,20140123203006,KronosQuoth,i find real interest life curious life sleep import thing   pokral hi,,,
499,mbdata,20140123203006,KronosQuoth,the common way peopl give power think nt   kronosstar pokral,,,
500,mbdata,20140123203006,Clevvah4Evah,i want job 80 mental 30 fiscal pok ralli grammar,,,
501,mbdata,20140123203006,KronosQuoth,success walk failur failur loss enthusiasm   pokral hi,,,
502,mbdata,20140123203015,FriendsOfKronos,crowd continu grow despit polic warn pok,,,
503,mbdata,20140123203015,megaMan,kid say saw 2 peopl van side street tag,,,
504,mbdata,20140123203015,katrina,even crimin love gelatogalor,,,
505,mbdata,20140123203031,KronosQuoth,whatev mind man conceiv believ achiev   kronosstar pokral,,,
506,mbdata,20140123203031,KronosQuoth,ask given search find knock door open   kronosstar pokral,,,
507,mbdata,20140123203031,KronosQuoth,you ve got get everi morn determin re go go bed satisfact   pokral hi,,,
508,mbdata,20140123203057,KronosQuoth,all dream come true courag pursu   pokral hi,,,
509,mbdata,20140123203100,zengardener,rt @abilapost despit advis avoid area crowd continu grow around standoff abilapost,,,
510,mbdata,20140123203101,FriendsOfKronos,know let get close terrorist pok,,,
511,mbdata,20140123203101,megaMan,kid ran said take pictur sell press   tag,,,
512,ccdata,20140123203102,,narcot activ report,,,644 S. Honoliau St
513,mbdata,20140123203118,KronosQuoth,take one idea make one idea life think dream live idea.#pokr hi,,,
514,mbdata,20140123203118,KronosQuoth,you anyth everyth   pokral hi,,,
515,mbdata,20140123203118,KronosQuoth,the distanc insan genius measur success   pokral hi,,,
516,mbdata,20140123203118,KronosQuoth,you becom believ   kronosstar pokral,,,
517,mbdata,20140123203147,truccotrucco,bore scare never felt like standoff,36.059,24.856,
518,mbdata,20140123203147,megaMan,talk think van guy tri work deal leav tag,,,
519,mbdata,20140123203147,Officia1AbilaPost,the latest news behind gastech mysteri   smad.co.kronos/cbcje9q,,,
520,mbdata,20140123203148,KronosQuoth,you measur size accomplish obstacl overcom reach goal   pokral hi,,,
521,mbdata,20140123203148,KronosQuoth,an unexamin life worth live   kronosstar pokral,,,
522,mbdata,20140123203148,KronosQuoth,an unexamin life worth live   kronosstar pokral,,,
523,mbdata,20140123203159,FriendsOfKronos,stand drag debat stufpid terrorist pok,,,
524,mbdata,20140123203159,megaMan,cop n't buy tag,,,
525,mbdata,20140123203200,vetsRock,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
526,mbdata,20140123203200,vetsRock,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
527,mbdata,20140123203200,electricAvenue,rt @abilapost despit advis avoid area crowd continu grow around standoff abilapost,,,
528,mbdata,20140123203208,KronosQuoth,life measur number breath take moment take breath away   kronosstar pokral,,,
529,mbdata,20140123203211,megaMan,polic move peopl back kid jujst got caught tag,,,
530,mbdata,20140123203236,carjunkers,this nut i swear i 'm get 100s follow program check followers.kronos/getpeopl abila follow,,,
531,mbdata,20140123203236,KronosQuoth,a person never made mistak never tri anyth new   kronosstar pokral,,,
532,mbdata,20140123203247,rnbwBrite,rt @megaman talk think van guy tri work deal leav tag,,,
533,mbdata,20140123203252,NewsOnlineToday,abila fire control newsonlin,,,
534,mbdata,20140123203252,truccotrucco,wish bare even type anth standoff,36.059,24.856,
535,mbdata,20140123203252,FriendsOfKronos,deal terrorist pok,,,
536,mbdata,20140123203252,protoGuy,wonder cop offer van dude get give,,,
537,mbdata,20140123203252,AbilaPost,pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
538,mbdata,20140123203300,lordWally,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
539,mbdata,20140123203300,rnbwBrite,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
540,mbdata,20140123203300,BlueVelvet,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
541,mbdata,20140123203300,pinky,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
542,mbdata,20140123203300,KronosStar,the top floor build collaps kronosstar dancingdolphinfir,,,
543,mbdata,20140123203300,AbilaPost,top floor collaps first floor?#abilapost,,,
544,mbdata,20140123203300,HomelandIlluminations,top floor build collaps hi,,,
545,mbdata,20140123203300,hempRules,what caus fire anybodi hurt,,,
546,mbdata,20140123203300,Sara_Nespola,take lot longer real life movi hostag,,,
547,ccdata,20140123203300,,alarm secur no crime,,,3103 N. Alamanas St
548,mbdata,20140123203303,KronosQuoth,eighti percent success show   kronosstar pokral,,,
549,mbdata,20140123203303,KronosQuoth,whatev mind man conceiv believ achiev   kronosstar pokral,,,
550,mbdata,20140123203303,KronosQuoth,to live creativ life must lose fear wrong   pokral hi,,,
551,mbdata,20140123203311,vonneka,rt @megaman polic move peopl back kid jujst got caught tag,,,
552,mbdata,20140123203331,KronosQuoth,if wind serv take oar   kronosstar pokral,,,
553,mbdata,20140123203349,CentralBulletin,top floor danc dolphin collaps abila centralbulletin,,,
554,mbdata,20140123203349,truccotrucco,nt cop anyth save us pls apd standoff,36.059,24.856,
555,mbdata,20140123203349,megaMan,chang   slowdown tag,,,
556,mbdata,20140123203352,wireHead1122,rt @newsonlinetoday abila fire control newsonlin,,,
557,mbdata,20140123203352,pinky,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
558,mbdata,20140123203359,BlueVelvet,rt @friendsofkrono stand drag debat stufpid terrorist pok,,,
559,mbdata,20140123203400,sarajane,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
560,mbdata,20140123203400,muppiesRock,rt @kronosstar firemen run build someth wrong kronosstar dancingdolphinfir afdhero,,,
561,mbdata,20140123203400,dolls4sale,rt @abilapost despit advis avoid area crowd continu grow around standoff abilapost,,,
562,mbdata,20140123203400,lordWally,rt @abilapost despit advis avoid area crowd continu grow around standoff abilapost,,,
563,mbdata,20140123203400,dtennent,rt @abilapost despit advis avoid area crowd continu grow around standoff abilapost,,,
564,mbdata,20140123203400,stolkfair,rt @abilapost top floor collaps first floor?#abilapost,,,
565,mbdata,20140123203400,truccotrucco,nt swat supppos tough buy swoop save day wait trap,36.059,24.856,
566,mbdata,20140123203400,brontes_riff,lot sit what 's matter communic evil overlord,,,
567,mbdata,20140123203400,KronosQuoth,thing work best make best thing work   pokral hi,,,
568,mbdata,20140123203400,KronosQuoth,take one idea make one idea life think dream live idea   pokral hi,,,
569,mbdata,20140123203400,KronosQuoth,you ca n't connect dot look forward connect look backward pokral hi,,,
570,mbdata,20140123203400,maskedWoman101,free ith contest click contest.kronos/freeith   abila ith,,,
571,ccdata,20140123203401,,prowler,,,Niovis St / N. Aveny St
572,mbdata,20140123203403,panopticon,standoff go nowher hostag someoth,,,
573,mbdata,20140123203422,KronosQuoth,i attribut success i never gave took excus   kronosstar pokral,,,
574,mbdata,20140123203443,KronosQuoth,if will risk usual settl ordinari   pokral hi,,,
575,mbdata,20140123203443,cminvestments11,have heard million peopl make $ 5k+/mo home here workathome.krono scam krono abilajob,,,
576,mbdata,20140123203447,pinky,rt @officia1abilapost the latest news behind gastech mysteri   smad.co.kronos/cbcje9q,,,
577,mbdata,20140123203452,worldWatcher,rt @newsonlinetoday abila fire control newsonlin,,,
578,mbdata,20140123203452,dragonRider1,rt @newsonlinetoday abila fire control newsonlin,,,
579,mbdata,20140123203452,wiseWords,rt @newsonlinetoday abila fire control newsonlin,,,
580,mbdata,20140123203452,henri,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
581,mbdata,20140123203452,electricAvenue,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
582,mbdata,20140123203500,henri,rt @abilapost top floor collaps first floor?#abilapost,,,
583,mbdata,20140123203502,KronosStar,afd say build n't safe enter   they fight fire outsid kronosstar dancingdolphinfir afdhero,,,
584,mbdata,20140123203502,HomelandIlluminations,no word condit injur firefight sent hospit hi,,,
585,mbdata,20140123203502,truccotrucco,take long start feel sick standoff,36.059,24.856,
586,mbdata,20140123203502,protoGuy,takign 4ever nt shoot,,,
587,mbdata,20140123203502,megaMan,ha two swat guy walk n't notic   lucki tag,,,
588,mbdata,20140123203502,panopticon,head around corner get better look,,,
589,mbdata,20140123203502,roger_roger,still,,,
590,mbdata,20140123203509,KronosStar,afd summon three addit fire unit help control blaze kronosstar dancingdolphinfir afdhero,,,
591,mbdata,20140123203509,AbilaPost,afd request addit truck @dancingdolphin fire abilapost,,,
592,mbdata,20140123203509,HomelandIlluminations,addit fire unit dispatch danc dolphin fire hi,,,
593,mbdata,20140123203509,GreyCatCollectibles,oh oh oh everyth gone what come us,,,
594,mbdata,20140123203509,kingWilly,q how mani afd take put fire a dancingdolphinfir,,,
595,mbdata,20140123203509,praise111,pray calmer heart mind prevail abilapray,,,
596,mbdata,20140123203509,luvwool,actual 's pretti nice blackvan nice window tint job,,,
597,mbdata,20140123203509,MarcusDrymiau,ca n't believ peopl move toward danger shooter stupid,,,
598,ccdata,20140123203509,,subject stop,,,4001 N. Arbete St
599,mbdata,20140123203514,KronosQuoth,if want children turn well spend twice much time half much money   kronosstar pokral,,,
600,mbdata,20140123203543,KronosQuoth,few thing help individu place respons let know trust    kronosstar pokral,,,
601,mbdata,20140123203543,KronosQuoth,the start point achiev desir   pokral hi,,,
602,mbdata,20140123203547,jgrobannne,rt @truccotrucco bore scare never felt like standoff,,,
603,mbdata,20140123203552,dolls4sale,rt @newsonlinetoday abila fire control newsonlin,,,
604,mbdata,20140123203552,electricAvenue,rt @truccotrucco wish bare even type anth standoff,,,
605,mbdata,20140123203552,teresaJ,rt @protoguy wonder cop offer van dude get give,,,
606,mbdata,20140123203552,brandonL,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
607,mbdata,20140123203552,jgrobannne,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
608,mbdata,20140123203552,lindyT,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
609,mbdata,20140123203552,blueSunshine,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
610,mbdata,20140123203600,soup4u,rt @abilapost top floor collaps first floor?#abilapost,,,
611,mbdata,20140123203609,lindyT,rt @abilapost afd request addit truck @dancingdolphin fire abilapost,,,
612,mbdata,20140123203611,KronosQuoth,build dream someon els hire build   kronosstar pokral,,,
613,mbdata,20140123203611,KronosQuoth,be miser or motiv whatev done 's alway choic   pokral hi,,,
614,mbdata,20140123203611,KronosQuoth,tri becom person success rather tri becom person valu   pokral hi,,,
615,mbdata,20140123203611,KronosQuoth,intuit influenc observ pokral hi,,,
616,mbdata,20140123203639,KronosQuoth,the question nt go let go stop   kronosstar pokral,,,
617,mbdata,20140123203649,gardener4958,rt @megaman chang   slowdown tag,,,
618,mbdata,20140123203652,stolkfair,rt @newsonlinetoday abila fire control newsonlin,,,
619,mbdata,20140123203652,brain448,rt @abilapost pleas avoid area surround gelatogalor intersect alexandria ithaki polic action underway abilapost,,,
620,mbdata,20140123203656,truccotrucco,sick tire wan run,36.059,24.856,
621,mbdata,20140123203700,vetsRock,rt @abilapost top floor collaps first floor?#abilapost,,,
622,mbdata,20140123203702,kedits,one top diseases- help us cure diseasefund.kronos/payus abila cancer,,,
623,mbdata,20140123203702,KronosQuoth,be miser or motiv whatev done 's alway choic   pokral hi,,,
624,mbdata,20140123203709,vetsRock,rt @kronosstar afd summon three addit fire unit help control blaze kronosstar dancingdolphinfir afdhero,,,
625,mbdata,20140123203709,BlueVelvet,rt @abilapost afd request addit truck @dancingdolphin fire abilapost,,,
626,mbdata,20140123203709,gardener4958,rt @abilapost afd request addit truck @dancingdolphin fire abilapost,,,
627,mbdata,20140123203709,worldWatcher,rt @luvwool actual 's pretti nice blackvan nice window tint job,,,
628,mbdata,20140123203723,KronosQuoth,just caterpillar thought world end turn butterfli   pokral hi,,,
629,mbdata,20140123203723,KronosQuoth,we must believ gift someth thing whatev cost must attain   kronosstar pokral,,,
630,mbdata,20140123203748,KronosQuoth,take one idea make one idea life think dream live idea.#pokr hi,,,
631,mbdata,20140123203748,KronosQuoth,there traffic jam along extra mile   kronosstar pokral,,,
632,mbdata,20140123203756,slamrjamr,rt @truccotrucco sick tire wan run,,,
633,mbdata,20140123203802,dragonRider1,rt @truccotrucco take long start feel sick standoff,,,
634,mbdata,20140123203802,rrWine,rt @panopticon head around corner get better look,,,
